reviewed_at_utc,eval_id,winner,failure_modes,review_notes,answer_a_model,answer_b_model,judge_31_winner,judge_35_winner,judge_31_agrees,judge_35_agrees
2026-08-15T17:23:52.342543+00:00,test-0054,gemini-3.5-flash-lite,Inadequate uncertainty handling,"Answer B is superior due to its more cautious and realistic handling of ambiguity and uncertainty. The incident narrative describes APT3 crafting its own exploit ""from other exploits,"" which creates a direct overlap between developing custom capabilities (T1587.004) and acquiring or repurposing existing third-party materials (T1588.005). While both models correctly identified these two relevant techniques, Answer B appropriately flagged Review required: Yes to account for this classification ambiguity, whereas Answer A incorrectly dismissed the need for review (Review required: No). Furthermore, both models successfully avoided the flawed/irrelevant expected label T1068 (Exploitation for Privilege Escalation), correctly recognizing that the narrative focuses purely on pre-compromise resource development rather than active system exploitation.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,true,false
2026-08-15T17:24:31.451422+00:00,test-0058,gemini-3.5-flash-lite,Inadequate uncertainty handling,"Answer B is superior because it demonstrates much better uncertainty handling and analytical rigor. While both models correctly map the narrative regarding the ""TeDi"" driver-checking tool to T1668 (Exclusive Control) and T1652 (Device Driver Discovery), Answer A overconfidently claims the mapping is ""strong"" and sets Review required: No. Answer B correctly identifies the critical nuance—that the snippet describes a detection/check for prior compromise by another attacker rather than active patching or removal—and prudently flags Review required: Yes for human validation. This makes Answer B significantly more reliable for practical threat intelligence workflows.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,true,false
2026-08-15T17:25:23.028848+00:00,test-0064,gemini-3.1-flash-lite,Inadequate uncertainty handling,"Prompt Quality & Expected Label Discrepancy:
The provided ""Expected ATT&CK labels"" (T1102 — Web Service and T1518.001 — Security Software Discovery) are misaligned with the incident narrative:

The narrative mentions reusing SSL certificates on C2 servers, not utilizing legitimate external web services (T1102) for command and control.

The narrative mentions actively terminating EDR and Antivirus services and stopping Windows Update (behaviors associated with T1562.001 / Impair Defenses and T1489 / Service Stop), rather than conducting security software discovery (T1518.001).

Model Comparison:

Mapping & Grounding: Both models correctly identified T1027.005 (Indicator Removal from Tools) based on the adversary deploying an updated version of HYPERBRO after repeated EDR detections and quarantines. Both models properly avoided forcing an incorrect fit to the mismatched expected labels.

Uncertainty Handling & Analyst Utility: Answer B is superior because of its comprehensive Uncertainty note. Answer B explicitly accounts for the secondary behavior described in the narrative (terminating EDR/Antivirus services) and notes that specific techniques for service termination were absent from the provided retrieved context. In contrast, Answer A provides a generic uncertainty note that fails to address the unmapped defense impairment behaviors present in the narrative.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:26:14.121568+00:00,test-0069,gemini-3.1-flash-lite,Inadequate uncertainty handling,"Answer B is the superior response because it successfully leverages the available parent technique (T1547) present in the retrieved context while transparently noting that the specific sub-technique (T1547.001) is missing. Answer A exhibits inadequate uncertainty handling by over-rejecting and refusing to select any technique at all. Even though the exact sub-technique was absent from the retrieved records, the parent technique T1547 covers registry-based boot and logon autostart execution. Answer B provides actionable, high-level intelligence to the analyst without hallucinating missing granular data, whereas Answer A provides zero utility by leaving the fields blank.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:26:54.202611+00:00,test-0072,gemini-3.1-flash-lite,Incorrect technique mapping | Inadequate uncertainty handling,"Answer A is the superior response because it correctly handles uncertainty and respects the constraint of relying on the retrieved context. The incident narrative describes an exploit targeting an Office Equation Editor vulnerability (CVE-2017-11882), which aligns with T1203 (Exploitation for Client Execution)—the expected label provided in the prompt. However, because this specific technique record was missing from the retrieved context, Answer A appropriately refused to make a forced or incorrect mapping, clearly explaining why the available context was insufficient. In contrast, Answer B acknowledged the lack of vulnerability records in its uncertainty note, yet still committed Incorrect technique mapping and Inadequate uncertainty handling by forcing mismatched techniques (such as T1204.002 User Execution and template/DDE techniques) that fundamentally mischaracterize a code execution vulnerability exploit. Answer A provides a trustworthy, analytically sound evaluation of the retrieval limitation.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,false,true
2026-08-15T17:27:44.712030+00:00,test-0073,gemini-3.5-flash-lite,Missed expected technique | Incorrect technique mapping | Weak grounding in narrative | Inadequate uncertainty handling,"Answer B is superior because it exhibits rigorous uncertainty handling when confronted with an insufficient retrieved context. The incident narrative specifically details PowerShell execution of an encoded payload (corresponding to T1059.001), but the retrieved context omitted this technique, providing only peripheral entries like command obfuscation (T1027.010). Answer B correctly recognized that the retrieved context lacked the necessary information to map the primary behavior and safely refrained from forcing an incorrect or unsupported mapping. Conversely, Answer A failed to handle this uncertainty, forcing a partial mapping (T1027.010) while missing the primary execution vector entirely. The expected labels provided in the prompt were relevant to the narrative, but due to the retrieval gap, Answer B's conservative and transparent rejection was the appropriate analytical choice.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,true,false
2026-08-15T17:28:26.983075+00:00,test-0076,gemini-3.1-flash-lite,Weak grounding in narrative | Unclear analyst-facing explanation,"Answer A is superior because it provides a significantly more rigorous and context-aware breakdown of the retrieved ATT&CK records. Specifically, Answer A correctly details what the retrieved records actually contained (execution proxies such as msiexec and rundll32, as well as port monitors), demonstrating a thorough check of the retrieval context. In contrast, Answer B relies on a vague and generic statement regarding the retrieved records.

Both models successfully handled uncertainty by refusing to hallucinate a technique when the file copy action lacked necessary execution or persistence context, correctly selecting ""No primary technique selected"" and flagging that human review was required. However, Answer A provides much better analyst utility through its precise grounding and uncertainty notes. Furthermore, because the expected label (T1036 — Masquerading) was not present in the retrieved context, both models made the correct analytical choice by avoiding forced or incorrect mappings based on the available data.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,false,true
2026-08-15T17:29:13.502393+00:00,test-0085,gemini-3.1-flash-lite,Missed expected technique | Weak grounding in narrative | Inadequate uncertainty handling,"Both models successfully identified T1140 (Deobfuscate/Decode Files or Information) and T1027 (Obfuscated Files or Information) based on the decryption and XOR operations described in the narrative. However, both models missed the critical expected technique T1105 (Ingress Tool Transfer), as the incident narrative explicitly begins with a file being downloaded from an external URL (hxxp://checkin.travelsanignacio[.]com/...).

Answer A is selected as the better response because its uncertainty note offers superior analytical rigor by identifying the lack of execution telemetry (preventing unwarranted assumptions about how the payload was triggered), whereas Answer B's uncertainty note redundantly re-hashes the definitions of T1140 and T1027 rather than evaluating actual analytical ambiguity.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:30:23.656331+00:00,test-0087,tie,No material issue,"Both models performed exceptionally well on this evaluation case, which specifically tests uncertainty handling when retrieved context fails to match the incident narrative. The narrative details modular Trojan capabilities such as keylogging, screen capture, and file collection (corresponding to expected techniques like T1113, T1083, T1005, and T1123), but the retrieved context contained completely unrelated records.

Both models successfully recognized this discrepancy, resisted the common LLM tendency to hallucinate or force a false mapping, correctly selected ""No primary technique selected,"" and flagged the case for manual review. While Answer A includes specific ATT&CK ID codes in its grounding notes and Answer B uses descriptive technique names, both achieved the exact same high standard of analytical rigor and safety.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,not_applicable,not_applicable
2026-08-15T17:31:22.701038+00:00,test-0094,gemini-3.5-flash-lite,No material issue,"Correctness & Grounding: Both models performed very well by correctly identifying that the retrieved context (T1574.007, T1574.009, T1216.002, T1614.001, T1622) contained no techniques matching the specific behaviors detailed in the incident narrative (VNC configuration paths, batch scripts, and localized error dialogs). Neither model hallucinated a fit or forced an incorrect mapping.

Uncertainty Handling: Both models handled uncertainty appropriately by selecting no primary technique, stating that the retrieved context was insufficient, and explicitly flagging that manual review was required.

Prompt & Retrieval Analysis: The expected ATT&CK label (T1059 / T1059.003 — Command and Scripting Interpreter / Windows Command Shell) was contextually relevant to the narrative's mention of batch scripts and VBS scripts. However, the retrieval system failed to surface T1059, instead returning unrelated techniques across different tactics. Both models successfully navigated this retrieval failure without falling for contamination.

Analyst Utility: Answer B is the superior response because its analyst and uncertainty notes offer higher fidelity and depth. It explicitly enumerates what the retrieved technique codes represent (path environment variable hijacking, unquoted paths, script proxying, system language discovery, and debugger evasion). This provides immediate, actionable context to a human analyst reviewing why the retrieved snippet failed to cover the script-based execution described in the narrative.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,false,true
2026-08-15T17:32:11.891593+00:00,test-0095,gemini-3.5-flash-lite,Inadequate uncertainty handling | Weak grounding in narrative,"Answer A is superior because it demonstrates proper uncertainty handling and analytical rigor. The incident narrative describes a Trojan encoding the output messages/results of executed commands using a base16/base64 encoding function, which represents C2 response formatting or data serialization rather than direct command-line obfuscation (T1027.010) intended to evade detection. While both models grappled with a suboptimal fit from the retrieved context, Answer A appropriately recognized the mismatch, noted the ambiguity, and flagged ""Review required: Yes."" In contrast, Answer B exhibited inadequate uncertainty handling by forcing the T1027.010 mapping and incorrectly asserting ""Review required: No"" despite explicitly acknowledging that it was unclear whether the encoding was for stealth or general data serialization.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,false,true
2026-08-15T17:33:09.335124+00:00,test-0112,gemini-3.1-flash-lite,Weak grounding in narrative | Inadequate uncertainty handling,"Answer B provides a superior, more nuanced analyst summary and uncertainty evaluation. The narrative describes setting a timer with a callback and running a Windows message loop—a foundational, ubiquitous programming pattern for Windows GUI applications. Answer B accurately recognizes this dual-use nature by stating that it is a ""common legitimate programming pattern in Windows GUI applications"" and noting that the context is insufficient to confirm malicious intent without further behavioral indicators. Answer A is much vaguer in its uncertainty note (""standard operational software functionality""). While neither model explicitly flagged the mismatched ""Expected ATT&CK label"" (T1106 Native API), Answer B demonstrates better technical depth, risk framing, and analyst utility.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:36:30.691923+00:00,test-0115,tie,No material issue,"Both Answer A and Answer B demonstrate exemplary handling of uncertainty and strict adherence to grounding principles. Given an incident narrative that lacks specific operational behavioral details—and where the retrieved context does not contain sufficient matching records for the mentioned backdoors (agfSpy and dneSpy)—both models correctly refuse to hallucinate or force a speculative technique mapping. They both appropriately select ""No primary technique selected,"" leave alternative and supporting techniques blank, and explicitly flag that human review is required. Because both models exhibit identical analytical rigor and cautious uncertainty handling, there is no meaningful quality difference between them, making this a clear Tie.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,not_applicable,not_applicable
2026-08-15T17:37:24.967122+00:00,test-0117,gemini-3.5-flash-lite,Inadequate uncertainty handling,"Answer A is the superior response due to its better handling of ambiguity and uncertainty. The incident narrative contains confusing terminology, describing the domain suspension under the framing of ""reconnaissance of their victims"". Both models correctly ignored the irrelevant expected label (T1583.001 — Domains) and accurately mapped the core behavior to T1681 (Search Threat Vendor Data), which covers actors taking down their own domains following exposure or tracking. However, Answer A demonstrated higher analytical utility by noting the contradiction within the narrative text and correctly flagging ""Review required: Yes,"" whereas Answer B dismissed the nuance by marking ""Review required: No.""",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,true,false
2026-08-15T17:38:03.251657+00:00,test-0119,tie,No material issue,"Both Answer A and Answer B deliver high-quality, accurate analyses that correctly map the incident narrative to T1683.001 (Written Content) under the Resource Development tactic.

A critical observation in this evaluation is that the provided Expected ATT&CK labels (T1588.001 and T1587.001 for Malware) were completely incorrect and misleading for this narrative. The incident text describes sourcing ready-made decoy content from the internet and impersonating a travel agent, which has nothing to do with malware acquisition or development. Both models successfully recognized the true nature of the behavior, ignored the flawed expected labels, properly grounded their analysis in the narrative details, and effectively handled the nuance that the adversary curated existing material rather than authoring it from scratch.

Because both models showed identical capability in navigating misleading ground-truth tags and providing sound analytical summaries, they performed equally well.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,not_applicable,not_applicable
2026-08-15T17:39:03.299159+00:00,test-0120,gemini-3.1-flash-lite,No material issue,"Both models successfully handle uncertainty by correctly recognizing that the retrieved context lacks the necessary techniques to map the incident narrative, thereby avoiding hallucinations or forced, incorrect mappings. However, Answer B is superior in terms of analyst utility and thoroughness. Answer B provides a much clearer and more comprehensive analyst summary by explicitly outlining what the narrative describes (a PowerShell loader, Remcos RAT, and command-and-control communication) and directly calling out the specific missing techniques (such as T1059.001 for PowerShell execution and T1071 for C2) that are absent from the retrieved records. Answer A is functionally correct in its rejection, but its analyst summary is overly brief and significantly less informative for an analyst reviewing the case.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,false,true
2026-08-15T17:39:44.695972+00:00,test-0121,gemini-3.1-flash-lite,Incorrect technique mapping | Weak grounding in narrative,"Answer A is the superior response because it correctly maps the incident narrative to T1583.001 (Domains), aligning precisely with the adversary's registration of infrastructure domains (letstrade-bit[.]com, lesbtc[.]com, and secure-trade24[.]com) under the Resource Development tactic. Its uncertainty handling is prudent, noting that the exact operational intent is not fully detailed in the text without hallucinating extra classifications.

In contrast, Answer B incorrectly introduces T1590.001 (Domain Properties) as an alternative and supporting technique. T1590.001 falls under the Reconnaissance tactic for gathering victim network information, whereas the narrative clearly describes the threat actor's own registered infrastructure. Therefore, Answer B suffers from an incorrect technique mapping and weak narrative grounding. The ""Expected ATT&CK label"" provided in the prompt (T1583.001) was accurate and relevant.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:40:32.502658+00:00,test-0125,gemini-3.1-flash-lite,Weak grounding in narrative | Other,"Answer B provides a more accurate and better-grounded mapping than Answer A. Specifically, Answer B includes T1613 (Container and Resource Discovery) as an alternative and supporting technique, which directly aligns with the incident narrative describing a script (docker.container.local.spread.txt) that lists the name of a local Docker image. In contrast, Answer A maps T1204.003 (User Execution: Malicious Image), which exhibits weak grounding because the narrative contains no evidence of a user executing or running the image, only discovering or listing its name.

Regarding the prompt quality check, the ""Expected ATT&CK label"" provided in the dataset (T1610 — Deploy Container) is misaligned with the core actions described in the narrative (which focuses on local image referencing and discovery rather than actual container deployment). While neither model directly critiqued the dataset's expected label, Answer B delivered a superior, more defensible analyst breakdown and technique selection.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:41:08.302194+00:00,test-0137,gemini-3.1-flash-lite,Inadequate uncertainty handling,"Answer A is superior due to its better contextual grounding and more logical handling of uncertainty. It correctly maps the narrative's description of multi-layered encryption, crypters, and self-modifying code to T1027 (Obfuscated Files or Information). Furthermore, Answer A's uncertainty note thoughtfully addresses the narrative's mention of SMB packets while explaining why T1027 remains the most accurate fit among the available options.

In contrast, Answer B references specific technique codes (T1622, T1556.004, T1600.002, T1497) that are disconnected from the provided context, resulting in weaker and less reliable uncertainty handling. Both models appropriately selected T1027, which aligns well with the expected labels provided in the prompt (such as T1027 and T1140), but Answer A delivered a cleaner and more analytically sound justification.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:41:46.869703+00:00,test-0142,gemini-3.1-flash-lite,Missed expected technique | Weak grounding in narrative,"Both models missed the strict expected label, T1106 (Native API), which aligns with the narrative's mention that ""the shellcode executed relies on Windows APIs."" Instead, both models centered their analysis on the prominent discussion surrounding cross-platform Flash SWF files and embedded payloads, correctly identifying T1027.009 (Embedded Payloads) and T1027.004 (Compile After Delivery).

Answer B is superior because it maintains a tighter and more defensible scope. Answer A unnecessarily introduces T1036 (Masquerading) as an alternative and supporting technique, which lacks strong grounding in the text since Flash SWF files are legitimate cross-platform formats used for containers/exploits rather than files actively masquerading under false identities. Furthermore, Answer B provides a cleaner, more concise analyst summary and appropriately highlights the speculative nature of the threat actor's cross-platform intentions.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:42:22.148876+00:00,test-0143,gemini-3.1-flash-lite,Unclear analyst-facing explanation,"Both models successfully handled uncertainty by identifying that the retrieved ATT&CK context was insufficient and mismatched, correctly refusing to force an incorrect mapping or hallucinate a technique.

Answer B is superior because it provides greater analyst utility by explicitly citing the exact technique IDs present in the retrieved context (T1584, T1596.004, T1482, T1608.002, T1056.003). In contrast, Answer A only refers to the retrieved techniques generically, offering less precision for an analyst auditing a retrieval failure.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:43:36.326708+00:00,test-0148,gemini-3.1-flash-lite,Missed expected technique | Unsupported or hallucinated technique | Weak grounding in narrative,"Both models failed to fully capture the expected ATT&CK mapping by missing T1105 (Ingress Tool Transfer), which corresponds directly to the narrative's description of downloading the second-stage payload from an external URL ([http://www.hotinfonews.com/news/dailynews2.php](http://www.hotinfonews.com/news/dailynews2.php)).

However, Answer A is the better choice because it correctly identifies the primary client exploitation technique (T1203) and maintains a concise, focused analysis without introducing extraneous mappings. In contrast, Answer B introduces T1204.001 (Malicious Link), which lacks strong grounding in the narrative's description of a Java exploit downloading and executing a payload, resulting in an unsupported secondary classification. Answer A's restraint makes it analytically superior despite the shared omission.",gemini-3.1-flash-lite,gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
2026-08-15T17:44:42.299972+00:00,test-0149,gemini-3.1-flash-lite,No material issue,"Both models successfully map the incident narrative to the correct MITRE ATT&CK techniques, identifying T1543.003 (Windows Service) for creating the service via CreateServiceA and T1569.002 (Service Execution) for starting the service. Answer B is chosen as the better response because its output is cleaner and more professional. Answer A introduces redundancy by repeating parent and subtechniques across the alternative and supporting fields, whereas Answer B provides a concise, well-structured analyst summary that clearly delineates the dual phases of service installation and subsequent execution.",gemini-3.5-flash-lite,gemini-3.1-flash-lite,gemini-3.1-flash-lite,gemini-3.5-flash-lite,true,false
