eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,retrieved_attack_ids,retrieved_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
dev-0058,vector,dev,58,A bash installation script to be placed into /etc/rc.local.d/ to ensure its actions will be executed upon each bootup of ESXi. This script executes the ELF backdoor,T1547,T1037.004;T1675;T1037;T1053.003;T1037.005;T1059.012;T1505.006;T1546.004;T1547;T1547.013,0.606691;0.499819;0.493526;0.473006;0.467117;0.460311;0.457911;0.449635;0.440477;0.440331,0.0,0.0,0.0,1.0,0,1,0.1111111111111111
dev-0059,vector,dev,59,"Reviewing the ESXi hypervisors during an active attacker event, Mandiant identified an attacker executed commands to the guest machines through the process /bin/rdt (VIRTUALPITA). The parent process /bin/rdt spawned a bash shell which called on a python script specifying the target guest machine and commands to run as seen in Figure 4.",T1202,T1059.012;T1673;T1564.006;T1675;T1651;T1497.002;T1529;T1497.001;T1564;T1497,0.629775;0.592487;0.581626;0.577544;0.502429;0.496951;0.486559;0.481832;0.471635;0.470036,0.0,0.0,0.0,0.0,0,0,0.0
dev-0060,vector,dev,60,UNC4166 deployed the payload AzureSettingSync.dll and configured its execution via a schedule task named AzureSync on at least one device. The schedule task was configured to execute AzureSync via rundll32.exe,T1218.011,T1526;T1098.001;T1059.009;T1021.007;T1053.005;T1556.006;T1069.003;T1216.002;T1546.009;T1552.005,0.370537;0.344500;0.342538;0.339129;0.327731;0.326191;0.320217;0.320189;0.318574;0.313763,0.0,0.0,0.0,0.0,0,0,0.0
dev-0061,vector,dev,61,"Conti ransomware uses CreateIoCompletionPort(), PostQueuedCompletionStatus(), and GetQueuedCompletionPort() to rapidly encrypt files, excluding those with the extensions of .exe, .dll, and .lnk. It has used a different AES-256 encryption key per file with a bundled RAS-4096 public encryption key that is unique for each victim. Conti ransomware can use Windows Restart Manager"" to ensure files are unlocked and open for encryption.""",T1486,T1486;T1679;T1560.001;T1027.015;T1680;T1560;T1027.013;T1543.003;T1027;T1140,0.602264;0.576716;0.464679;0.439241;0.438576;0.422037;0.413713;0.402796;0.400497;0.397565,1.0,1.0,1.0,1.0,1,1,1.0
dev-0062,vector,dev,62,Conti ransomware can enumerate remote open server message block (SMB) network shares using NetShareEnum().,T1135,T1135;T1021.002;T1039;T1680;T1070.005;T1083;T1005;T1016;T1187;T1679,0.581200;0.508939;0.507476;0.474078;0.464838;0.421212;0.417950;0.416673;0.412453;0.408125,1.0,1.0,1.0,1.0,1,1,1.0
dev-0063,vector,dev,63,"In this attack, an attacker pretends to be a DC and uses the Directory Replication Service Remote Protocol in order to extract NTLM hashes of users in the domain. One of the accounts he can extract using this protocol is the KRBTGT account, allowing the attacker to create golden tickets and as a result, compromise the domain completely. To perform this attack, the attacker must have compromised an account with special rights allowing the domain replication. These permissions are granted by default to domain admins, administrators, enterprise admins and domain controllers groups. The Mimikatz command performing this attack is- lsadump::dcsync /domain:<domain name> /user:<domain user account>",T1207,T1003.006;T1207;T1558.004;T1078.002;T1558.001;T1212;T1482;T1558;T1134.005;T1003.005,0.626905;0.526060;0.508396;0.490561;0.472939;0.458494;0.458397;0.454344;0.452774;0.450345,0.0,1.0,1.0,1.0,1,1,0.5
dev-0064,vector,dev,64,"Like a typical ransomware TTP, Nefilim enumerates files before encrypting them. It uses some FileAPI functions such as FindFirstFileW, lstrcmpiW and FindNextFileW to discover files.",T1083,T1679;T1486;T1560;T1027;T1027.015;T1027.013;T1560.001;T1005;T1027.001;T1560.003,0.518476;0.508721;0.502077;0.491733;0.469115;0.466254;0.451182;0.449649;0.439196;0.423280,0.0,0.0,0.0,0.0,0,0,0.0
dev-0065,vector,dev,65,Nefilim operators use the MEGAsync application to exfiltrate data to cloud storage. MEGAsync application synchronizes folders between the infected computer and an adversary-controlled MEGA Cloud Drive.,T1567.002,T1567.002;T1006;T1537;T1560;T1030;T1119;T1561.001;T1052;T1005;T1565.001,0.562738;0.546034;0.504852;0.501051;0.497317;0.466608;0.462676;0.460987;0.455162;0.450993,1.0,1.0,1.0,1.0,1,1,1.0
dev-0066,vector,dev,66,"In their current campaign, APT32 has leveraged ActiveMime files that employ social engineering methods to entice the victim into enabling macros. Upon execution, the initialized file downloads multiple malicious payloads from remote servers.",T1586.001,T1027.004;T1027.007;T1129;T1204.002;T1027.009;T1127;T1588.001;T1176;T1547.014;T1027,0.583164;0.579467;0.564345;0.559526;0.556316;0.554925;0.552734;0.545533;0.543365;0.541607,0.0,0.0,0.0,0.0,0,0,0.0
dev-0067,vector,dev,67,"The malware changes the file Created, Modified, and Accessed times of all of its dropped copies to the Last Modified time of ntdll.dll. To bypass the “File Downloaded from the Internet” warning, the malware removes the :Zone.Identifier flag using DeleteFile API, as shown in Figure 9.",T1553.005,T1218.010;T1574.014;T1036.003;T1218.011;T1218.012;T1553.005;T1027.005;T1546.010;T1574.001;T1546.007,0.535820;0.529832;0.525872;0.524343;0.516718;0.507448;0.501501;0.500675;0.499860;0.491866,0.0,0.0,0.0,1.0,0,1,0.16666666666666666
dev-0068,vector,dev,68,"Exploit code that downloads a payload (such as malicious application) will not set a quarantine attribute (or can remove it), thus will not trigger Gatekeeper",T1553.001,T1553.001;T1027.005;T1127;T1546.016;T1127.002;T1548.004;T1027.012;T1218;T1553;T1027.004,0.693308;0.557854;0.482083;0.459729;0.457803;0.454098;0.453492;0.452091;0.450565;0.448132,1.0,1.0,1.0,1.0,1,1,1.0
test-0000,vector,test,0,Capturing screenshots at a configurable interval and uploading them to the attacker. Downloading and executing additional files. Executing arbitrary commands on the system.,T1105;T1113;T1041;T1005;T1119,T1113;T1125;T1204.004;T1219.003;T1601.001;T1674;T1056.003;T1105;T1565.002;T1036,0.623377;0.594872;0.552758;0.526652;0.525843;0.519142;0.513748;0.510384;0.502479;0.496428,0.2,0.2,0.2,0.4,1,1,1.0
test-0001,vector,test,1,"The exploit also contains an additional check that ATMFD.dll is of the exact version “5.0.2.227”. As the Houston Disk exploit supported additional versions, we aren’t fully sure why the version range was narrowed down in DanderSpritz. Compared to ElEi, there is no indicative patch check, which may be because the DanderSpritz files are dated to mid-2013, which is prior to the patch that was identified by Kaspersky and is dated to October 2013.",T1203;T1518,T1574.001;T1564.012;T1055.001;T1574.005;T1027.004;T1574.004;T1687;T1218.008;T1055.013;T1204.002,0.371868;0.363955;0.327355;0.323230;0.323207;0.322208;0.320594;0.319955;0.317578;0.315348,0.0,0.0,0.0,0.0,0,0,0.0
test-0002,vector,test,2,"APT33 registered multiple domains that masquerade as Saudi Arabian aviation companies and Western organizations that together have partnerships to provide training, maintenance and support for Saudi’s military and commercial fleet. Based on observed targeting patterns, APT33 likely used these domains in spear phishing emails to target victim organizations.",T1598.003;T1566;T1583.001;T1036.005;T1598,T1583.001;T1598.003;T1566;T1566.002;T1598;T1566.003;T1590.001;T1598.001;T1585.002;T1598.002,0.520403;0.516049;0.515473;0.495114;0.486247;0.475073;0.475068;0.469639;0.458252;0.454559,0.2,0.6,0.8,0.8,1,1,1.0
test-0003,vector,test,3,"Another important conclusion we drew from analyzing the exploited vulnerability is that we now know for sure that EpMe exploits CVE-2017-0005. On top of our analysis of both the Equation Group and APT31 exploits, the EpMe exploit aligns perfectly with the details reported in Microsoft’s blog on CVE-2017-0005. And if that wasn’t enough, the exploit indeed stopped working after Microsoft’s March 2017 patch, the patch that addressed the said vulnerability.",T1587.004;T1588.006;T1588.005;T1499.004,T1687;T1587.004;T1190;T1588.006;T1588.005;T1212;T1127;T1211;T1588.002;T1497,0.470407;0.427304;0.427032;0.419796;0.417562;0.410475;0.408133;0.400772;0.397575;0.395218,0.0,0.25,0.75,0.75,1,1,0.5
test-0004,vector,test,4,"DeathStalker has leveraged several malware strains and delivery chains over the years, from the Python- and VisualBasic-based Janicab to the PowerShell-based Powersing and the JavaScript-based Evilnum. The actor consistently used what we call “dead-drop resolvers” (DDRs), which is obfuscated content hosted on major public web services like YouTube, Twitter or Reddit; once decoded by malware this content reveals a command-and-control (C2) server address. DeathStalker also consistently leveraged anti-detection and antivirus evasion techniques, as well as intricate delivery chains that drop lots of files to the target’s filesystems. To kick-start an infection, DeathStalker usually relies on spear-phishing emails with attachments, or links to public file sharing services, as well as script execution based on Windows shortcuts. We have identified how DeathStalker’s malware compromises in clusters or targets various types of entities in all parts of the world, with a possible focus on law and consultancy offices, as well as FINTECH companies, but without a clearly identifiable or consistent interest. The targeting does not seem to be politically or strategically defined and doesn’t appear to be the usual financially motived crime. Because of this, we conclude that DeathStalker is a cyber-mercenary organization.",T1027;T1102;T1566.001;T1059;T1598.002;T1598.003;T1566.002;T1059.005;T1204.002;T1059.007;T1204.001;T1204;T1566.003;T1059.006;T1566;T1588.001;T1059.001;T1587.001,T1102.001;T1588.001;T1608.001;T1204.004;T1587.001;T1667;T1588.002;T1102.002;T1491.002;T1218.010,0.616819;0.579171;0.578833;0.567356;0.559399;0.551238;0.543735;0.537606;0.530104;0.527523,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,1,1,0.5
test-0005,vector,test,5,"While investigating the activity, we found a CASHY200 PowerShell-based payload that communicated with windows64x[.]com. We analyzed this PowerShell script and found that its DNS tunneling protocol matched the outbound DNS requests at the Kuwait organization which were blocked by DNS Security. We will provide an analysis of CASHY200 and its DNS tunneling protocol in a later section of this blog.",T1071.004;T1572;T1583.002;T1059,T1071.004;T1590.002;T1596.001;T1016.001;T1583.002;T1596.004;T1584.002;T1568.003;T1046;T1102.001,0.533580;0.476867;0.475202;0.466052;0.449799;0.448539;0.443557;0.432903;0.426627;0.426476,0.25,0.25,0.5,0.5,1,1,1.0
test-0006,vector,test,6,"The infection procedure lists all directories. Then, for each directory, it creates a copy of itself in the drive root directory using the same directory name and changing the directory attribute to “hidden”. This results in all the actual directories being hidden and replaced with a copy of the malware using the same directory name.",T1083;T1036;T1036.005,T1574.007;T1070.010;T1608.001;T1564.013;T1027.005;T1080;T1574.008;T1091;T1070.004;T1564.012,0.507444;0.504608;0.479817;0.470793;0.466216;0.464720;0.459071;0.457212;0.455699;0.452385,0.0,0.0,0.0,0.0,0,0,0.0
test-0007,vector,test,7,"Aro.dat is, in fact, an encrypted and compressed PlugX payload. The decryption routine within Aro.dat closely resembles that of older PlugX variants (see Figure 3 below) in that it involves multiple decryption keys and bit shift operations. Once decrypted, it gets decompressed via the Windows API RtlDecompressBuffer into a Windows module (DLL). The compression algorithm is LZ compression (COMPRESSION_FORMAT_LZNT1).",T1140;T1027;T1106;T1027.002,T1027.015;T1132;T1132.001;T1560.001;T1560.003;T1048.003;T1036.008;T1560;T1140;T1027,0.443843;0.429165;0.428035;0.421751;0.406445;0.402346;0.398171;0.391467;0.390479;0.387487,0.0,0.0,0.0,0.5,0,1,0.1111111111111111
test-0008,vector,test,8,"The two variants of Helminth do require different delivery methods, with the script variant relying on an Excel spreadsheet for delivery, while the executable variant is more traditional in the fact that it can be installed without a delivery document. We speculate that the executable variant involves threat actors socially engineering the victim into running the payload, rather than installing the payload as the result of successful exploitation of a vulnerability. The multiple delivery methods suggest this threat group is capable of adapting their procedures to suit the current operation in the overarching campaign.",T1204;T1204.002;T1204.001,T1608.002;T1027.004;T1176.002;T1587.001;T1195.002;T1195;T1176;T1588.002;T1204.002;T1203,0.518663;0.517077;0.514083;0.498184;0.492672;0.484701;0.478253;0.477922;0.476631;0.472993,0.0,0.0,0.0,0.3333333333333333,0,1,0.1111111111111111
test-0009,vector,test,9,The services simply call mshta.exe to download an HTML application that downloads and runs the same cryptominer loader.,T1218.005;T1105,T1218.005;T1569.002;T1218.007;T1543.003;T1053.005;T1127;T1220;T1216;T1218.013;T1127.002,0.570975;0.473264;0.432505;0.425820;0.421185;0.415720;0.413406;0.412267;0.406920;0.403661,0.5,0.5,0.5,0.5,1,1,1.0
test-0010,vector,test,10,"DeathStalker hides strings in Word embedded shape and object (OLE packages) properties, like the “hyperlink” property, to obfuscate the malicious execution workflow, as well as reconstruct and execute commands or scripts.",T1027;T1140;T1036,T1137.001;T1559.002;T1027.008;T1027.018;T1221;T1564.007;T1553.005;T1027.016;T1218.001;T1036.002,0.428295;0.423975;0.413450;0.392290;0.389002;0.375305;0.366365;0.366098;0.364988;0.351151,0.0,0.0,0.0,0.0,0,0,0.0
test-0011,vector,test,11,Some malicious documents that we managed to retrieve contained a social engineering banner asking users to enable macros execution. This explains how the malicious logic from the macro-based delivery chain could actually be triggered when macros are disabled by default on most modern Office settings.,T1204.002;T1204,T1137.001;T1564.007;T1204.004;T1559.002;T1027.004;T1204.002;T1221;T1566.001;T1137.002;T1674,0.663742;0.574747;0.517925;0.511745;0.510326;0.505957;0.486479;0.478341;0.476827;0.473515,0.0,0.0,0.0,0.5,0,1,0.16666666666666666
test-0012,vector,test,12,"In order to terminate some of these processes and services, DopplePaymer uses an interesting technique that leverages ProcessHacker, a legitimate open-source administrative utility. This application is bundled with a kernel driver that can be used to terminate processes and services. DoppelPaymer is bundled with six portable executable (PE) files that are encrypted and compressed in the malware’s sdata section. These PE files contain 32-bit and 64-bit versions of the following:",T1027;T1140;T1489;T1562.001,T1140;T1204.002;T1027.007;T1574.013;T1027.002;T1608.002;T1216;T1218;T1546.009;T1027.004,0.502763;0.471078;0.462310;0.461328;0.460975;0.460772;0.458931;0.457640;0.456121;0.455269,0.25,0.25,0.25,0.25,1,1,1.0
test-0013,vector,test,13,"The main payload is encrypted and packed inside the .tls section of the second stage injector. It first gets decrypted and then unpacked with the aPLib compression library. As persistence method, the main payload copies the initial loader to the AppData folder and creates a Jscript file inside the Startup folder which points to it. The second stage injector injects the main payload inside a x86 instance of svchost and patches its API function calls with an obfuscation technique to make static and dynamic analysis of the malware more difficult.",T1027;T1140;T1027.002;T1547.001;T1055;T1036;T1055.012;T1547.009,T1620;T1027;T1055;T1140;T1027.004;T1129;T1564.009;T1070.010;T1027.014;T1027.009,0.551285;0.531876;0.530598;0.523052;0.516623;0.512660;0.504459;0.502449;0.502017;0.501674,0.0,0.25,0.375,0.375,1,1,0.5
test-0014,vector,test,14,"The TwoFace loader parses the HTTP POST requests issued by the actor and references data at specific locations, more specifically at certain indexes within the posted data (C# “Request.Forms”) that the shell will use to determine the functionality the actor wishes to execute. While we did not have logs of HTTP requests for the loader shell, we were able to determine some of the indexes that the webshell will specifically access within the data. Table 2 shows the known indexes within the HTTP POST data that TwoFace references.",T1071;T1071.001;T1105,T1620;T1505.004;T1104;T1218.005;T1559.001;T1505.003;T1036.012;T1574.012;T1592.004;T1574.013,0.399260;0.385282;0.373311;0.368016;0.360423;0.355934;0.355858;0.339031;0.338209;0.331439,0.0,0.0,0.0,0.0,0,0,0.0
test-0015,vector,test,15,"Starting in mid-December 2020, malicious actors that Mandiant tracks as UNC2546 exploited multiple zero-day vulnerabilities in Accellion’s legacy File Transfer Appliance (FTA) to install a newly discovered web shell named DEWMODE. The motivation of UNC2546 was not immediately apparent, but starting in late January 2021, several organizations that had been impacted by UNC2546 in the prior month began receiving extortion emails from actors threatening to publish stolen data on the “CL0P^_- LEAKS"" .onion website.",T1505.003,T1608.001;T1608.002;T1203;T1204.002;T1036;T1592.002;T1189;T1584.008;T1588.001;T1056.003,0.518540;0.517726;0.514805;0.512413;0.507876;0.502030;0.499390;0.494952;0.493674;0.490224,0.0,0.0,0.0,0.0,0,0,0.0
test-0016,vector,test,16,We confirmed RGDoor installed correctly into IIS by checking the HTTP Modules display in IIS Manager. Figure 2 shows the RGDoor DLL (HTTPParser.dll) was loaded into IIS using the module name HTTPParser.,T1036;T1036.005;T1505.004,T1505.004;T1574.014;T1218.005;T1218.004;T1218.010;T1218.009;T1218.001;T1218.007;T1127.002;T1218.003,0.382952;0.361271;0.352007;0.338821;0.328632;0.307833;0.291614;0.288484;0.287167;0.282064,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0017,vector,test,17,"The end result is a legitimate, though outdated (version 11, compiled on September 17, 2018, at 10:30:12 UTC), TeamViewer instance hijacked by a malicious sideloaded DLL (MINEBRIDGE).",T1036.005;T1036;T1574.002;T1219;T1588.002;T1055.001,T1563.002;T1563;T1070.007;T1021.001;T1219.002;T1505.005;T1127;T1036.003;T1127.001;T1546.009,0.328835;0.326386;0.318469;0.305950;0.296231;0.285549;0.276265;0.275791;0.274124;0.271371,0.0,0.0,0.0,0.0,0,0,0.0
test-0018,vector,test,18,"On April 24, 2017, a fourth IP address, this one apparently in the United States, issued 61 commands to the TwoFace webshell. Like the previous set of commands issued in March 2017 from France, this IP address issued the command to obtain objects in the Exchange Trusted Subsystem group, and it appears the actor copied over yet another webshell named “global.aspx” and set the file’s attributes to be hidden using the following command:",T1083;T1105;T1564.001,T1001;T1102.003;T1027.012;T1036.012;T1071.001;T1218.012;T1216;T1220;T1090.002;T1090.001,0.406081;0.404192;0.394777;0.390332;0.386202;0.375582;0.369762;0.367520;0.366962;0.365494,0.0,0.0,0.0,0.0,0,0,0.0
test-0019,vector,test,19,"Once the decrypted payload runs in memory, it exhibits the same behaviors as previous PlugX implant variants. It starts by decrypting the embedded PlugX hardcoded configuration settings. The decryption algorithm and XOR keys are fairly consistent across multiple PlugX implants. Code behavior closely resembles that of the RedDelta PlugX that’s been reported by Insikt Group. One noticeable difference with this sample compared to all the other known PlugX malware families is the magic number check performed during the initialization of the PlugX plugins. Historically, that number has always been 0x504C5547, which corresponds to the PLUG value in ASCII encoding. In this sample, the magic number is 0x54484F52, corresponding to the THOR value in ASCII encoding.",T1027;T1140,T1622;T1027.018;T1140;T1573;T1027;T1027.014;T1027.013;T1027.016;T1027.008;T1027.007,0.477025;0.458585;0.440612;0.437080;0.428025;0.419490;0.411980;0.408123;0.401218;0.398614,0.0,0.5,1.0,1.0,1,1,0.3333333333333333
test-0020,vector,test,20,"BokBot has several executable modules that can be downloaded and injected into a svchost.exe child process. Once the relevant DAT file is decoded using RC4, no additional decoding or decompression is necessary for the executable module DAT files. The executable module header contains information necessary to ID the module:",T1055;T1027;T1140;T1055.003,T1560.001;T1055.002;T1129;T1140;T1027.002;T1218.012;T1027.017;T1218.010;T1546.006;T1055.009,0.395720;0.387611;0.381925;0.373010;0.370339;0.368337;0.368100;0.360426;0.359892;0.357737,0.0,0.0,0.25,0.25,0,1,0.25
test-0021,vector,test,21,"The decrypted payload belongs to the malware family POISONPLUG (MD5: 84b69b5d14ba5c5c9258370c9505438f). POISONPLUG is a highly obfuscated modular backdoor with plug-in capabilities. The malware is capable of registry or service persistence, self-removal, plug-in execution, and network connection forwarding. POISONPLUG has been observed using social platforms to host encoded command and control commands.",T1027;T1140;T1112;T1543.003;T1070.004;T1569.002;T1547.001,T1140;T1573;T1027;T1027.010;T1027.003;T1027.004;T1176;T1001;T1048.003;T1216,0.582863;0.553717;0.550696;0.526417;0.520728;0.518552;0.515830;0.515587;0.514108;0.510395,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,1,1.0
test-0022,vector,test,22,"The evolution of the reflective DLL injection technique can be found from the relevant PDB paths, and there are a lot of variants of this series of backdoors.",T1055;T1055.001;T1620,T1055.001;T1574.001;T1218.013;T1218.011;T1547.002;T1546.010;T1482;T1055.002;T1556.002;T1129,0.561731;0.504443;0.473255;0.440302;0.429926;0.427435;0.424357;0.421292;0.413853;0.413441,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0023,vector,test,23,"Our Ramnit sample exploits both CVE-2013-3660 (by PlayBit) and CVE-2014-4113 (using the same exploit code originally found as a 0-Day). The original exploit for CVE-2014-4113 was part of an exploit framework in which the API passes a command-line argument, and that command is executed as SYSTEM. As that wasn’t the original API for PlayBit’s exploit, some adjustments were made and PlayBit’s exploits were re-adjusted to receive a command-line argument to be executed once elevated.",T1068;T1203,T1564.010;T1548.004;T1055.002;T1674;T1574.013;T1055.014;T1587.004;T1678;T1055.008;T1106,0.470259;0.468608;0.463577;0.463394;0.462650;0.458514;0.453571;0.450862;0.443783;0.442439,0.0,0.0,0.0,0.0,0,0,0.0
test-0024,vector,test,24,"In total, we observed three variations of CMSTAR in these recent attacks against Belarusian targets. The biggest change observed between them looks to be minor modifications made to the string obfuscation routine. A very simple modification to the digit used in subtraction was modified between the variants, as shown below:",T1027;T1587.001,T1001;T1027.010;T1027.018;T1027.015;T1027.008;T1027.003;T1048.003;T1140;T1027.013;T1041,0.466165;0.450809;0.450564;0.448036;0.440262;0.436889;0.432857;0.432627;0.431199;0.428139,0.0,0.0,0.0,0.0,0,0,0.0
test-0025,vector,test,25,"After the execution of qnxfhfim.cmdline, PowerShell initiated the first connection to the fronted domain lumiahelptipsmscdnqa[.]microsoft[.]com used by SMOKEDHAM.",T1059.001,T1546.007;T1556.008;T1557.001;T1505.005;T1021.006;T1216;T1059.001;T1218.003;T1027.003;T1482,0.397358;0.365167;0.345598;0.341708;0.322248;0.318460;0.315480;0.313255;0.309587;0.308157,0.0,0.0,0.0,1.0,0,1,0.14285714285714285
test-0026,vector,test,26,"The lure documents captured in this attack are in Yiddish[1] The attackers exploit office with OLE autolink objects (CVE-2017-0199) to embed the documents onto malicious websites. All the exploits and malicious payload were uploaded through remote servers. [1]The language is automatically identified by Google Translate  _Notification in the pop-up window: _ Links to this document may reference other files. Do you want to update this document with the data in the linked file? Once victims opened the lure document, Word will firstly visit a remote website of IE vbscript 0day (CVE-2018-8174) to trigger the exploit. Afterwards, Shellcode will be running to send several requests to get payload from remote servers. The payload will then be decrypted for further attack. While the payload is running, Word will release three DLL backdoors locally. The backdoors will be installed and executed through PowerShell and rundll32. UAC bypass was used in this process, as well as file steganography and memory reflection uploading, in order to bypass traffic detection and to complete loading without any files. The main process of the attack is shown in the following figure:",T1203;T1140;T1059;T1027;T1102;T1204.002;T1036;T1204;T1059.001;T1204.001;T1218.011;T1548.002,T1216;T1204.002;T1027.006;T1027.018;T1137.001;T1559.002;T1553.005;T1218.010;T1027.012;T1027.004,0.475704;0.464953;0.464607;0.461392;0.458318;0.449884;0.449846;0.447761;0.443298;0.439518,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,1,0.5
test-0027,vector,test,27,"The hooking of IofCallDriver is implemented in a relatively unconventional way. The hook unwinds the execution stack; if it finds any driver in the stack which is not in the rootkit’s allowlist, and that driver attempts to read certain files, a fake “reading successful” status is returned. However, the file is not actually read.",T1057;T1014;T1518.001,T1553.001;T1652;T1546.017;T1014;T1564.012;T1622;T1055.013;T1574;T1547.006;T1548.004,0.422507;0.414031;0.406626;0.381731;0.375888;0.371281;0.369196;0.368326;0.366603;0.358824,0.0,0.0,0.3333333333333333,0.3333333333333333,0,1,0.25
test-0028,vector,test,28,"The execution flow of GandCrab 2 is inherited from GandCrab 1 (pictured), and can be roughly divided into three parts: housekeeping (appears in the diagram as teal), C&C Communication (green), actual encryption (yellow) and final housekeeping (teal again). This execution flow proceeds as follows:",T1486,T1559;T1574.013;T1055.009;T1055;T1129;T1055.013;T1055.004;T1205.001;T1205;T1055.005,0.366023;0.321943;0.311557;0.305228;0.300343;0.294565;0.289449;0.287790;0.283627;0.282596,0.0,0.0,0.0,0.0,0,0,0.0
test-0029,vector,test,29,"Each target country is assigned its own operator, who is able to take advantage of local cultural features – for example, the tendency to use personal email accounts for work. They also made use of a specific proxy server within a country’s borders, to manage connections to infected computers and transfer data to the attackers’ Command-and-Control (C2) servers.",T1090;T1090.002,T1090.002;T1102.002;T1102.003;T1102;T1583;T1090.001;T1665;T1071.003;T1090;T1071,0.548125;0.525089;0.511704;0.506461;0.502675;0.501374;0.497973;0.497502;0.484078;0.481696,0.5,0.5,0.5,1.0,1,1,1.0
test-0030,vector,test,30,"Throughout January 2020, FireEye has continued to observe multiple targeted phishing campaigns designed to download and deploy a backdoor we track as MINEBRIDGE. The campaigns primarily targeted financial services organizations in the United States, though targeting is likely more widespread than those we’ve initially observed in our FireEye product telemetry. At least one campaign targeted South Korean organizations, including a marketing agency.",T1105;T1598.002;T1598.003;T1566.002,T1598;T1591.002;T1566;T1593.001;T1598.003;T1597;T1593;T1591;T1591.004;T1591.001,0.553831;0.546219;0.531774;0.531077;0.523527;0.519444;0.511581;0.507900;0.507361;0.505316,0.0,0.0,0.25,0.25,0,1,0.2
test-0031,vector,test,31,"Now that we have the decrypted AES key, we can decrypt the actual payload. The Flash downloader uses a custom initialization vector (IV) for the AES algorithm which can be found at offset 0x44 in the encrypted blob and is 16 bytes long:",T1027;T1140,T1027.015;T1027.006;T1027.009;T1027;T1140;T1027.013;T1036.008;T1048.003;T1486;T1560.003,0.396771;0.387966;0.384893;0.383242;0.383059;0.372206;0.371453;0.367536;0.361324;0.353515,0.0,0.0,1.0,1.0,0,1,0.25
test-0032,vector,test,32,"Unlike previously identified RedDelta PlugX samples, this one uses a legitimate Avast Proxy executable for the second DLL side-loading phase rather than the legitimate Adobe executable used in previously analyzed samples. When loaded into memory, the PlugX payload uses www.systeminfor[.]com for command and control — the same domain used across the Catholic church-themed PlugX samples. Across all four newly analyzed samples, the first stage DLL loader files share an identical, uncommon import hash and rich header with previously observed first stage RedDelta PlugX DLLs. The loaded PlugX payload also matches the custom RedDelta PlugX variant previously described, using RC4 encryption for C2 communications with the same hardcoded RC4 passphrase and configuration block decoding function.",T1573;T1574.002;T1027;T1140;T1036.005;T1036;T1104,T1574.001;T1574.014;T1218.010;T1129;T1546.010;T1547.008;T1055.001;T1027.004;T1218.011;T1218.009,0.526424;0.466567;0.465064;0.463041;0.444263;0.434364;0.428462;0.426210;0.424835;0.424447,0.0,0.0,0.0,0.0,0,0,0.0
test-0033,vector,test,33,"In February 2019, Unit 42 found that a yet-to-be-known threat actor — unbeknownst to the infosec community — discovered that the second unpatched vulnerability can not only exploit VirtualBox VBoxDrv.sys driver v1.6.2, but also all other versions up to v3.0.0. Furthermore, our research shows that this unknown actor exploited VirtualBox driver version 2.2.0 to target at least two different Russian organizations in 2017, which we are revealing for the first time. We anticipate this was done because the driver version 2.2.0 wasn’t known to be vulnerable and thus most likely is not on the radar of security companies being exploited. Since no other victims have been found, we believe this is a very rare malware used in targeted attacks only.",T1068;T1203;T1588.006;T1211;T1588.005,T1652;T1564.006;T1497;T1497.001;T1497.002;T1687;T1622;T1673;T1014;T1055.014,0.551864;0.527707;0.519009;0.514349;0.492556;0.466466;0.454177;0.451968;0.450566;0.447600,0.0,0.0,0.0,0.0,0,0,0.0
test-0034,vector,test,34,"This attack consisted of maldocs masquerading as internal government or military documents. For example, some of the maldocs discovered by Talos masquerade as Indian Air Publications (IAP) documents dictating safeguard procedures for the IT infrastructure of the Indian Air Force (IAF). These documents are aptly named:",T1036,T1681;T1596.005;T1593.002;T1597.001;T1595.003;T1596;T1595;T1592.002;T1590;T1597,0.488960;0.487338;0.472605;0.462638;0.454025;0.453531;0.451051;0.444726;0.442197;0.440007,0.0,0.0,0.0,0.0,0,0,0.0
test-0035,vector,test,35,"After the bootstrap is finished, the exploit triggers a call to the NtGdiBitBlt syscall. This initiates a chain of events in the Windows kernel and eventually passes the flow back to our user-mode callback (DrvBitBlt()) registered by our UMPD. Here lies the heart of the exploit.",T1068;T1106,T1574.013;T1547;T1055.003;T1543.003;T1622;T1546.008;T1547.002;T1574;T1542;T1547.008,0.526751;0.497193;0.496176;0.484033;0.480920;0.473479;0.471082;0.464326;0.464111;0.457055,0.0,0.0,0.0,0.0,0,0,0.0
