eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,word_count,candidate_k,top_k,embedding_model,reranker_model,vector_candidate_attack_ids,vector_candidate_scores,vector_candidate_ranks,retrieved_attack_ids,retrieved_names,retrieved_vector_scores,original_vector_ranks,reranker_scores,reranked_ranks,embedding_ms,vector_search_ms,reranking_ms,total_retrieval_ms,fallback_used,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
test-0036,vector_reranked,test,36,"When initiated, the Python code attempts to retrieve and use SOCKS/HTTP proxy settings from the victim’s computer. The Python code then tries to initiate a reverse connection to the C2 server (139.59.46[.]154:3543) using a TCP protocol with RSA+AES traffic encryption and obfs3 transport using default keys from Pupy sources.",T1573;T1095;T1090;T1573.001;T1571;T1090.001;T1001,49,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1016.001;T1205.001;T1059.006;T1205.002;T1090.002;T1090.001;T1090.003;T1071.001;T1559;T1205;T1572;T1559.003;T1048.003;T1216;T1102.002;T1055.005;T1056.004;T1573;T1027;T1041,0.374751;0.363487;0.355047;0.353052;0.342716;0.341210;0.335618;0.328108;0.325282;0.318885;0.317036;0.305019;0.301886;0.300606;0.297127;0.292991;0.292054;0.287433;0.287022;0.286441,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1090.002;T1059.006;T1090.001;T1090.003;T1572;T1216;T1205;T1048.003;T1016.001;T1071.001,External Proxy;Python;Internal Proxy;Multi-hop Proxy;Protocol Tunneling;System Script Proxy Execution;Traffic Signaling;Exfiltration Over Unencrypted Non-C2 Protocol;Internet Connection Discovery;Web Protocols,0.342716;0.355047;0.341210;0.335618;0.317036;0.300606;0.318885;0.301886;0.374751;0.328108,5;3;6;7;11;14;10;13;1;8,-4.106534;-5.305746;-6.150939;-6.272528;-6.449634;-7.189455;-7.416891;-7.806431;-8.094530;-8.204298,1;2;3;4;5;6;7;8;9;10,22.071,8.967,1234.152,1265.195,False,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,1,0.3333333333333333
test-0037,vector_reranked,test,37,"To gather credentials and facilitate lateral movement, ransomware deployment, the operators used PowerShell to recursively search the file system for logon credentials stored in text files and spreadsheets. The PowerShell tool ""SessionGopher"", capable of extracting session information from remote access tools, such as WinSCP, PuTTY, FileZilla and more, was also used enabling RDP and the Microsoft Sysinternals utility PsExec to allow lateral movement.",T1003;T1555;T1021.001;T1059.001;T1021;T1005;T1552.001,63,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1059.001;T1021.006;T1006;T1563.002;T1003.002;T1219;T1021.001;T1059.003;T1552.001;T1680;T1552.002;T1546.013;T1552.003;T1003;T1039;T1569.002;T1105;T1679;T1505.005;T1056.002,0.558429;0.540428;0.534258;0.518226;0.515592;0.511778;0.498268;0.494382;0.494280;0.488930;0.487132;0.483571;0.476202;0.476033;0.460465;0.453202;0.447755;0.443189;0.442001;0.440069,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1563.002;T1003;T1021.001;T1680;T1552.001;T1021.006;T1056.002;T1552.003;T1552.002;T1679,RDP Hijacking;OS Credential Dumping;Remote Desktop Protocol;Local Storage Discovery;Credentials In Files;Windows Remote Management;GUI Input Capture;Shell History;Credentials in Registry;Selective Exclusion,0.518226;0.476033;0.498268;0.488930;0.494280;0.540428;0.440069;0.476202;0.487132;0.443189,4;14;7;10;9;2;20;13;11;18,0.906643;0.442101;-0.149114;-0.556367;-1.358817;-1.442641;-2.591868;-3.031508;-3.282312;-4.386875,1;2;3;4;5;6;7;8;9;10,26.952,8.716,1209.161,1244.834,False,0.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,1,1,0.5
test-0038,vector_reranked,test,38,"The platform is started by the kernel mode driver component (“msndsrv.sys” on Windows 2000 or above and “mssvc32.vxd” on Windows 9x). The driver then waits for the system to start and initiates execution of the user-mode loader “mscfg32.exe”. The loader then starts the platform’s central module (an orchestrator) from the “mscfg32.dll” module. Additional drivers and libraries may be loaded by different components of the platform, either built-in or auxiliary.",T1543.003;T1106,69,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1543.003;T1218.007;T1127.001;T1218.014;T1218.010;T1547.010;T1688;T1218.011;T1218.002;T1546.010;T1055.001;T1547.002;T1546.009;T1129;T1547.012;T1574.014;T1547.014;T1106;T1218.003;T1547.005,0.563067;0.544296;0.504094;0.493981;0.487546;0.484518;0.473013;0.472852;0.467955;0.467102;0.466702;0.463149;0.459563;0.458442;0.455596;0.454810;0.449082;0.443473;0.439727;0.431728,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1688;T1106;T1543.003;T1127.001;T1547.002;T1547.010;T1055.001;T1546.010;T1129;T1218.007,Safe Mode Boot;Native API;Windows Service;MSBuild;Authentication Package;Port Monitors;Dynamic-link Library Injection;AppInit DLLs;Shared Modules;Msiexec,0.473013;0.443473;0.563067;0.504094;0.463149;0.484518;0.466702;0.467102;0.458442;0.544296,7;18;1;3;12;6;11;10;14;2,-2.372931;-2.406358;-3.304652;-3.311305;-3.655858;-3.716614;-3.721623;-3.919725;-4.004889;-4.118224,1;2;3;4;5;6;7;8;9;10,23.827,9.573,1270.463,1303.868,False,0.0,1.0,1.0,1.0,1,1,0.5
test-0039,vector_reranked,test,39,In June of 2015 a custom downloader used by many newer samples was first seen in the wild and is often included in SFX implants with the name “LocalSMS.dll”. This downloader makes requests to adobe.update-service[.]net (hardcoded in the sample) and is further discussed in Appendix A.,T1036;T1036.005;T1027.002;T1105,46,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1546.010;T1218.004;T1220;T1218.009;T1127.002;T1218.007;T1547.002;T1560.001;T1574.001;T1218.014;T1546.009;T1129;T1218.013;T1218.010;T1505.005;T1218.002;T1546.007;T1176;T1137.006;T1055.001,0.418497;0.410218;0.394920;0.380712;0.378225;0.370722;0.366819;0.366425;0.364472;0.362184;0.360074;0.358332;0.356321;0.352586;0.349991;0.349863;0.347481;0.347188;0.342749;0.341785,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1218.014;T1176;T1218.007;T1129;T1574.001;T1055.001;T1560.001;T1547.002;T1505.005;T1218.009,MMC;Software Extensions;Msiexec;Shared Modules;DLL;Dynamic-link Library Injection;Archive via Utility;Authentication Package;Terminal Services DLL;Regsvcs/Regasm,0.362184;0.347188;0.370722;0.358332;0.364472;0.341785;0.366425;0.366819;0.349991;0.380712,10;18;6;12;9;20;8;7;15;4,-10.440160;-10.488647;-10.542100;-10.663162;-10.695230;-10.787294;-10.809980;-10.840638;-10.877479;-10.890386,1;2;3;4;5;6;7;8;9;10,20.361,8.538,1220.373,1249.278,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0040,vector_reranked,test,40,"Here is the script hosted on Pastebin: Reflective loader downloaded from pastebin.com The script executes a hardcoded PE file located — Gandcrab —at the end of the script using a reflective DLL-loading technique. In addition to the ransomware, we identified another actor trying to execute a Monero miner on the vulnerable server with China Chopper:",T1102;T1620,55,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1027.003;T1059.001;T1218.001;T1679;T1620;T1027.004;T1105;T1216;T1003.002;T1608.002;T1218.010;T1218.013;T1055.003;T1204.004;T1216.002;T1569.002;T1218.011;T1608.001;T1574.014;T1055.002,0.393195;0.385347;0.375039;0.373488;0.366351;0.364263;0.361857;0.360666;0.360218;0.359755;0.356147;0.354509;0.352566;0.348569;0.345614;0.344731;0.344514;0.344223;0.343864;0.342143,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1620;T1204.004;T1608.001;T1055.002;T1218.011;T1218.010;T1216;T1574.014;T1027.003;T1105,Reflective Code Loading;Malicious Copy and Paste;Upload Malware;Portable Executable Injection;Rundll32;Regsvr32;System Script Proxy Execution;AppDomainManager;Steganography;Ingress Tool Transfer,0.366351;0.348569;0.344223;0.342143;0.344514;0.356147;0.360666;0.343864;0.393195;0.361857,5;14;18;20;17;11;8;19;1;7,-1.324307;-3.849373;-3.877866;-4.673915;-5.886179;-5.947285;-6.103754;-6.309071;-6.732189;-7.090700,1;2;3;4;5;6;7;8;9;10,21.75,9.357,1229.081,1260.193,False,0.5,0.5,0.5,0.5,1,1,1.0
test-0041,vector_reranked,test,41,"Ryuk uses a rather basic injection technique, whereby it first gets a handle on the target process using OpenProcess and allocates a buffer in its address space using VirtualAllocEx. The allocated buffer would have the size of the malware’s image and would be required to be positioned at the same base address.",T1106;T1055;T1055.002,52,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1055.002;T1564.006;T1055;T1574.013;T1055.014;T1027.002;T1055.009;T1574;T1070.010;T1055.011;T1497;T1055.008;T1027.014;T1036.009;T1612;T1027.007;T1497.002;T1574.006;T1129;T1218.013,0.529049;0.513022;0.511316;0.503222;0.486907;0.478405;0.475200;0.471510;0.470620;0.469206;0.468043;0.465382;0.463717;0.460054;0.455314;0.449380;0.449324;0.447498;0.446032;0.444121,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1055.011;T1055.002;T1055;T1055.009;T1055.008;T1574.013;T1218.013;T1574.006;T1055.014;T1027.007,Extra Window Memory Injection;Portable Executable Injection;Process Injection;Proc Memory;Ptrace System Calls;KernelCallbackTable;Mavinject;Dynamic Linker Hijacking;VDSO Hijacking;Dynamic API Resolution,0.469206;0.529049;0.511316;0.475200;0.465382;0.503222;0.444121;0.447498;0.486907;0.449380,10;1;3;7;12;4;20;18;5;16,-0.909576;-1.186049;-2.708549;-2.765122;-3.141243;-4.194935;-5.357419;-5.854604;-6.942323;-7.533853,1;2;3;4;5;6;7;8;9;10,20.398,9.875,1248.855,1279.133,False,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,0.5
test-0042,vector_reranked,test,42,"The following figure shows the content of the downloaded shell script sh. Upon execution, the sh script downloads different architectures of DDoS bot, and runs the downloaded binaries. None of the malwares was available on Virustotal at the time of our discovery, however many of them were uploaded to Virustotal not long after. More and more attack traffic are being detected at the time of writing, indicating that many devices are probably infected already.",T1059;T1059.004;T1587.001,74,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1608.001;T1498;T1546.016;T1518.001;T1574.007;T1496.002;T1070.010;T1588.001;T1543.001;T1584.005;T1059.006;T1070.004;T1518;T1027.005;T1498.001;T1027.004;T1543.004;T1546.007;T1049;T1592.002,0.462551;0.432500;0.431921;0.426476;0.424171;0.419482;0.416778;0.414649;0.412150;0.411913;0.409128;0.404670;0.402467;0.401915;0.399324;0.395106;0.392533;0.391775;0.388948;0.385007,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1546.016;T1574.007;T1059.006;T1027.004;T1498.001;T1608.001;T1498;T1584.005;T1546.007;T1543.004,Installer Packages;Path Interception by PATH Environment Variable;Python;Compile After Delivery;Direct Network Flood;Upload Malware;Network Denial of Service;Botnet;Netsh Helper DLL;Launch Daemon,0.431921;0.424171;0.409128;0.395106;0.399324;0.462551;0.432500;0.411913;0.391775;0.392533,3;5;11;16;15;1;2;10;18;17,-4.119851;-4.747183;-5.421669;-5.860753;-6.034447;-6.355752;-6.356858;-6.373528;-6.947125;-7.146109,1;2;3;4;5;6;7;8;9;10,23.78,10.747,1377.972,1412.504,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0043,vector_reranked,test,43,"2.      The “set key” handler is used for accepting the victim ID, a random string with six characters, assigned by the C&C server. It will be attached in each of commands sent from the server and will also be used as the folder name on a cloud storage service to save the stolen data. The victim ID will be stored in the “bps.key” file.",T1041;T1567.002,64,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1552.004;T1558.005;T1036.005;T1552.001;T1647;T1569.002;T1112;T1555;T1056.004;T1039;T1619;T1480.001;T1555.001;T1074.001;T1573;T1098.004;T1132;T1132.002;T1003.004;T1552.002,0.483887;0.481575;0.479969;0.479504;0.474495;0.471055;0.469719;0.463629;0.456147;0.453128;0.449001;0.447547;0.447396;0.446888;0.446086;0.442638;0.440902;0.436315;0.433522;0.431455,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1098.004;T1132.002;T1573;T1552.004;T1132;T1480.001;T1569.002;T1112;T1039;T1036.005,SSH Authorized Keys;Non-Standard Encoding;Encrypted Channel;Private Keys;Data Encoding;Environmental Keying;Service Execution;Modify Registry;Data from Network Shared Drive;Match Legitimate Resource Name or Location,0.442638;0.436315;0.446086;0.483887;0.440902;0.447547;0.471055;0.469719;0.453128;0.479969,16;18;15;1;17;12;6;7;10;3,-3.452402;-5.243964;-5.244541;-5.270855;-5.494598;-5.606127;-5.716557;-5.738080;-5.742016;-5.877334,1;2;3;4;5;6;7;8;9;10,21.086,14.034,1418.999,1454.126,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0044,vector_reranked,test,44,"We observed previous, somewhat similar spearphishing scenarios with an archive containing .LNK, .docx, and base64 encoded executable code, delivering offensive Finfisher objects in separate intrusion activity clusters. This activity was not Sofacy, but the spearphishing techniques were somewhat similar – the layered powershell script attachment technique is not the same, but not altogether new.",T1566.001;T1598.002;T1547.009,54,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1204.002;T1140;T1566.001;T1027.004;T1027.015;T1036;T1027.007;T1559.002;T1027.013;T1027.008;T1027;T1055.002;T1027.009;T1216;T1027.014;T1203;T1105;T1620;T1218.010;T1059,0.549401;0.542181;0.531474;0.530338;0.525625;0.515810;0.513641;0.508207;0.507843;0.505674;0.504832;0.503430;0.503384;0.501973;0.499957;0.497033;0.493082;0.492995;0.491318;0.488425,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1566.001;T1027.015;T1027.013;T1204.002;T1203;T1027;T1027.004;T1027.009;T1027.014;T1620,Spearphishing Attachment;Compression;Encrypted/Encoded File;Malicious File;Exploitation for Client Execution;Obfuscated Files or Information;Compile After Delivery;Embedded Payloads;Polymorphic Code;Reflective Code Loading,0.531474;0.525625;0.507843;0.549401;0.497033;0.504832;0.530338;0.503384;0.499957;0.492995,3;5;9;1;16;11;4;13;15;18,-0.979231;-1.569480;-1.872821;-2.015459;-4.401321;-5.181271;-5.286891;-5.425066;-5.830295;-5.844770,1;2;3;4;5;6;7;8;9;10,24.974,9.524,1369.922,1404.426,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0045,vector_reranked,test,45,"Out of all the modules used in this attack, Filesystem.dll might be the only one whose code was actually written by the attackers themselves. The purpose of this module is to enumerate drives, folders and files on the infected system and write the final results to two text files: Drives.txt and Files.txt.",T1083;T1074.001,52,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1006;T1204.002;T1574.001;T1129;T1679;T1574.008;T1027.004;T1005;T1039;T1140;T1218.011;T1564.004;T1027.007;T1070.004;T1055.001;T1564.013;T1080;T1036.007;T1203;T1204.004,0.566960;0.546456;0.539797;0.538396;0.520637;0.518034;0.517931;0.513829;0.507185;0.504786;0.504255;0.492822;0.491968;0.484761;0.484376;0.482816;0.478920;0.478802;0.476377;0.469890,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1129;T1055.001;T1218.011;T1574.001;T1574.008;T1080;T1036.007;T1140;T1679;T1204.002,Shared Modules;Dynamic-link Library Injection;Rundll32;DLL;Path Interception by Search Order Hijacking;Taint Shared Content;Double File Extension;Deobfuscate/Decode Files or Information;Selective Exclusion;Malicious File,0.538396;0.484376;0.504255;0.539797;0.518034;0.478920;0.478802;0.504786;0.520637;0.546456,4;15;11;3;6;17;18;10;5;2,-1.228575;-1.384364;-1.511735;-3.616741;-4.271871;-4.664468;-4.737981;-4.853277;-5.367486;-5.642235,1;2;3;4;5;6;7;8;9;10,24.427,10.315,1299.536,1334.284,False,0.0,0.0,0.0,0.0,0,0,0.0
test-0046,vector_reranked,test,46,The persistence is guaranteed by a method that is called when the program is closing. It checks if the malware directory exists as specified in an embedded configuration and then copies the malware executable inside it. It also creates a registry key under “HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run” to execute the worm automatically.,T1547.001;T1547,49,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1070.009;T1543.003;T1546.010;T1546.015;T1547.014;T1070.010;T1547.009;T1542;T1554;T1653;T1547;T1547.002;T1546.018;T1574;T1547.008;T1542.002;T1546.007;T1546.009;T1037.004;T1546.016,0.591507;0.584152;0.570806;0.568840;0.567601;0.558401;0.553757;0.530046;0.527455;0.526563;0.518476;0.516465;0.513357;0.512997;0.511021;0.506833;0.505191;0.504827;0.502277;0.498858,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1070.009;T1547.009;T1547.014;T1546.009;T1542;T1547;T1543.003;T1546.010;T1554;T1546.015,Clear Persistence;Shortcut Modification;Active Setup;AppCert DLLs;Pre-OS Boot;Boot or Logon Autostart Execution;Windows Service;AppInit DLLs;Compromise Host Software Binary;Component Object Model Hijacking,0.591507;0.553757;0.567601;0.504827;0.530046;0.518476;0.584152;0.570806;0.527455;0.568840,1;7;5;18;8;11;2;3;9;4,-1.818209;-1.870576;-1.974380;-2.203152;-2.355612;-2.369861;-2.382714;-2.698721;-2.874199;-3.048338,1;2;3;4;5;6;7;8;9;10,20.635,9.668,1195.991,1226.299,False,0.0,0.0,0.0,0.5,0,1,0.16666666666666666
test-0047,vector_reranked,test,47,"Assuming the weaponized document’s macro code has executed the encoded, heavily obfuscated JScript code will be saved to disk and executed. One of the first behaviours observed is that of a fake error message box, such as the example in Figure 25. Message text varies but follows a theme of reporting something seemingly legitimate failed to run – another false sense of security for the victim.",T1027;T1140;T1036;T1204.002;T1204;T1059.007,66,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1027.018;T1027.010;T1036.002;T1027;T1204.002;T1027.004;T1204.004;T1027.008;T1027.006;T1027.009;T1137.001;T1564.007;T1566.001;T1059.007;T1220;T1140;T1216;T1674;T1027.013;T1221,0.544042;0.533284;0.524432;0.521590;0.519706;0.515295;0.514368;0.506558;0.495054;0.478741;0.475541;0.474135;0.460374;0.454983;0.448608;0.448584;0.447938;0.444935;0.438407;0.436666,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1059.007;T1027;T1564.007;T1027.013;T1221;T1027.010;T1027.006;T1204.004;T1204.002;T1140,JavaScript;Obfuscated Files or Information;VBA Stomping;Encrypted/Encoded File;Template Injection;Command Obfuscation;HTML Smuggling;Malicious Copy and Paste;Malicious File;Deobfuscate/Decode Files or Information,0.454983;0.521590;0.474135;0.438407;0.436666;0.533284;0.495054;0.514368;0.519706;0.448584,14;4;12;19;20;2;9;7;5;16,-1.285648;-1.651407;-1.663358;-1.812140;-2.432228;-2.560510;-2.618019;-2.699551;-2.802027;-2.990139,1;2;3;4;5;6;7;8;9;10,21.353,9.296,1266.728,1297.382,False,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,1.0
test-0048,vector_reranked,test,48,"During our analysis, we identified follow on POST requests containing screenshots of the compromised desktop and process activity lists which were encrypted and appended to a false JPEG header as described previously.",T1113;T1140;T1057;T1071.001,32,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1036;T1491.001;T1027.003;T1140;T1204.002;T1204.004;T1070;T1592.002;T1027;T1204;T1125;T1491;T1056.003;T1027.013;T1204.003;T1057;T1036.012;T1189;T1027.004;T1027.017,0.532651;0.522993;0.521725;0.513894;0.511930;0.504584;0.502532;0.501376;0.498825;0.494945;0.491514;0.484589;0.483122;0.481679;0.480703;0.475354;0.474791;0.473956;0.473711;0.473461,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1592.002;T1057;T1056.003;T1189;T1027;T1027.004;T1140;T1204.002;T1027.013;T1204,Software;Process Discovery;Web Portal Capture;Drive-by Compromise;Obfuscated Files or Information;Compile After Delivery;Deobfuscate/Decode Files or Information;Malicious File;Encrypted/Encoded File;User Execution,0.501376;0.475354;0.483122;0.473956;0.498825;0.473711;0.513894;0.511930;0.481679;0.494945,8;16;13;18;9;19;4;5;14;10,-7.248585;-7.470039;-7.928358;-7.945728;-8.026944;-8.213902;-8.406196;-8.427957;-8.676282;-9.152087,1;2;3;4;5;6;7;8;9;10,20.627,9.211,1146.557,1176.399,False,0.0,0.25,0.25,0.5,1,1,0.5
test-0049,vector_reranked,test,49,"To enable lateral movement, the adversary uses ping and nslookup commands, in addition to scanning the environment for Windows systems listening on port 445. This is done using a simple port scanning binary unique to PROPHET SPIDER, typically named pscan or pscan2. For example, process logging may reveal similar commands to the below. Note the commands are executed by the oracle user account, which is the user that runs WebLogic. In multiple PROPHET SPIDER cases, CrowdStrike observed a reverse shell binary located at /var/tmp/[filename], which launches bash as a child; and the pscan2 command is a child to bash. The reverse shell is a child to PID 1, which indicates it was either executed via an init script created for persistence, or its parent was terminated causing it to become a zombie process that was reaped by the init daemon.",T1018;T1059;T1049;T1059.004;T1046;T1021.002,140,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1505.003;T1036.009;T1059.004;T1574.007;T1546.005;T1546.004;T1059;T1678;T1036;T1202;T1568;T1569;T1564.013;T1559;T1543;T1074.001;T1070.003;T1564.011;T1210;T1574,0.483317;0.470012;0.464285;0.447953;0.445627;0.434179;0.433302;0.431158;0.429890;0.427904;0.422892;0.420751;0.419969;0.419268;0.417542;0.417521;0.415219;0.414196;0.413916;0.413732,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1210;T1059.004;T1574.007;T1678;T1505.003;T1036.009;T1568;T1546.004;T1574;T1564.011,Exploitation of Remote Services;Unix Shell;Path Interception by PATH Environment Variable;Delay Execution;Web Shell;Break Process Trees;Dynamic Resolution;Unix Shell Configuration Modification;Hijack Execution Flow;Ignore Process Interrupts,0.413916;0.464285;0.447953;0.431158;0.483317;0.470012;0.422892;0.434179;0.413732;0.414196,19;3;4;8;1;2;11;6;20;18,-0.633428;-3.517609;-5.052105;-5.938114;-6.049564;-6.589018;-6.634550;-6.659748;-6.676844;-6.726098,1;2;3;4;5;6;7;8;9;10,28.693,9.195,1205.71,1243.602,False,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,0.5
test-0050,vector_reranked,test,50,"Cardinal RAT is deployed using an interesting technique of compiling and executing a downloader via a malicious macro embedded within a Microsoft Excel file. The Excel files themselves contain lures that have financial themes. This threat has had a low volume of samples in the past two years, with 11 instances of Carp Downloader and 27 instances of Cardinal RAT observed. Palo Alto Networks customers are protected by these threats in the following ways:",T1105;T1204;T1204.002;T1203,74,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1496.002;T1195.002;T1027.004;T1176;T1592.002;T1195;T1036;T1588.001;T1189;T1203;T1211;T1127;T1204.002;T1204.001;T1127.003;T1216;T1674;T1668;T1219.003;T1204.005,0.520877;0.487390;0.482682;0.477189;0.462249;0.461866;0.461043;0.456233;0.451774;0.451477;0.446652;0.445369;0.445078;0.443548;0.441209;0.438729;0.435477;0.434575;0.431110;0.430960,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1216;T1204.005;T1204.002;T1204.001;T1203;T1674;T1127.003;T1588.001;T1027.004;T1127,System Script Proxy Execution;Malicious Library;Malicious File;Malicious Link;Exploitation for Client Execution;Input Injection;JamPlus;Malware;Compile After Delivery;Trusted Developer Utilities Proxy Execution,0.438729;0.430960;0.445078;0.443548;0.451477;0.435477;0.441209;0.456233;0.482682;0.445369,16;20;13;14;10;17;15;8;3;12,-0.996727;-1.125891;-1.195204;-1.443566;-1.626014;-1.627213;-1.851440;-2.332863;-2.691250;-3.160331,1;2;3;4;5;6;7;8;9;10,21.24,8.338,1170.684,1200.267,False,0.0,0.25,0.5,0.5,1,1,0.3333333333333333
test-0051,vector_reranked,test,51,"The global reach of the January 2017 campaign which we analyzed in this post is a marked departure from previous Dimnie targeting tactics. Multiple factors have contributed to Dimnie’s relatively long-lived existence. By masking upload and download network traffic as innocuous user activity, Dimnie has taken advantage of defenders’ assumptions about what normal traffic looks like. This blending in tactic, combined with a prior penchant for targeting systems used by Russian speakers, likely allowed Dimnie to remain relatively unknown.",T1105;T1132;T1027,79,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1496.002;T1608.006;T1584.005;T1496;T1608.004;T1583.008;T1583.006;T1667;T1681;T1665;T1102.002;T1592.004;T1668;T1592.002;T1588.001;T1491.002;T1593.002;T1650;T1592.001;T1496.004,0.493188;0.415469;0.411254;0.401325;0.401006;0.399036;0.398554;0.394155;0.389216;0.388160;0.387952;0.386591;0.382875;0.379445;0.377883;0.377522;0.377206;0.376603;0.373157;0.373083,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1588.001;T1681;T1584.005;T1496;T1496.002;T1583.006;T1593.002;T1491.002;T1667;T1592.001,Malware;Search Threat Vendor Data;Botnet;Resource Hijacking;Bandwidth Hijacking;Web Services;Search Engines;External Defacement;Email Bombing;Hardware,0.377883;0.389216;0.411254;0.401325;0.493188;0.398554;0.377206;0.377522;0.394155;0.373157,15;9;3;4;1;7;17;16;8;19,-7.081573;-7.388508;-7.484756;-7.761080;-7.856879;-8.054383;-8.432225;-8.471600;-8.523048;-8.624307,1;2;3;4;5;6;7;8;9;10,23.126,8.874,1302.794,1334.8,False,0.0,0.0,0.0,0.0,0,0,0.0
